n_mean_comments,std_n_comments,n comments,mean_neg,mean_pos,mean_neu,mean_compound,mean_likes,growth_likes,n_likes_last_picture_0,n_likes_last_picture_1,n_likes_last_picture_2,n_likes_last_picture_3,n_likes_last_picture_4,most_commun_comments_0,most_commun_comments_1,most_commun_comments_2,username,num_of_posts,followers,following
85.75,33.33597906166849,20,0.01745,0.22875,0.75385,0.48907500000000004,0.0,0.0,0,0,0,0,0,tierney_faulkner,diviresorts,charlottelittlewolf,emitoms,1374,115795,1239
